event_id	이름	지역	기관	기업	튜터	인원 수	대상	목적	장소	교육 방식	교육 형태	시간	횟수	주차	내용
514.0	문해교실 키오스크 사용법 체험	부산광역시 동래구 온천1동	참조은 다문화센터	맥도날드	(명시되지 않음)	(명시되지 않음)	문해교실 수강생 어르신	키오스크 사용법 익히고 패스트푸드 경험 제공, 세대 간 간격 줄이고 사회 통합	맥도날드 초읍점	오프라인	그룹	(명시되지 않음)	(명시되지 않음)	(명시되지 않음)	키오스크를 이용한 햄버거 주문 체험
515.0	사랑채 SMART IT(잇다) ROOM	경기도 의왕시	의왕시	해당 정보 없음	전문강사, 대학생 IT서포터즈	해당 정보 없음	어르신	어르신들의 생활밀착형 디지털 교육	사랑채노인복지관 2층	오프라인	그룹	해당 정보 없음	해당 정보 없음	해당 정보 없음	무인기기(키오스크), 태블릿 PC, 스마트 칠판 등 IT 기기 사용법
516.0	찾아가는 어르신 온라인 실생활 교육사업	전라북도 군산시	군산시	해당 정보 없음	해당 정보 없음	해당 정보 없음	65세 이상 어르신	디지털 생활환경 적응 및 편의 증진	시니어클럽, 군산노인종합복지관, 적십자평생대학 등	오프라인	그룹	해당 정보 없음	해당 정보 없음	해당 정보 없음	무인 주문 단말기 사용, 스마트폰 기능 활용(긴급 전화, 문자/사진 전송, SNS 활용), 스미싱 예방, 코로나19 백신 전자접종증명서 발급, 지역 상품권 구매, 온라인 수강 신청 등
517.0	시니어 스마트폰 교육	전라북도 남원시 주천면	남원시 주천면	KTcs	KTcs 디지털배움터 강사	기사에 명시되지 않음	어르신	스마트폰 활용 능력 향상 및 보이스피싱 등 휴대폰 관련 범죄 예방	관내 경로당	오프라인	그룹	기사에 명시되지 않음	1회/주	기사에 명시되지 않음(4월부터 진행 중)	스마트폰 기본 사용법, 카메라 사용법, SNS 사용법, 네비게이션 사용법, 보이스피싱 예방 교육, 혈압/혈당 관리 및 건강 상담
518.0	시민정보화교육	경기도 용인시 수지구	용인시 수지구청	없음	명시되지 않음	명시되지 않음	정보 취약계층 (어르신, 장애인, 결혼이민자 등)	컴퓨터 및 스마트폰 사용 능력 향상	수지구청 5층 정보화교육장 (대면) / 온라인 (유튜브, ZOOM)	대면 및 온라인	1:1 및 그룹	명시되지 않음	명시되지 않음	명시되지 않음 (5월 강좌는 5월 2일~30일)	컴퓨터 기초, 인터넷 기초, 파워포인트, 민원24, 키오스크 및 배달앱 사용법 등
519.0	찾아가는 키오스크 교육	경기도 가평군 북면	북면 행복마을관리소		북면 행복마을관리소 직원		가평군 북면 주민(거동이 불편한 어르신, 장애인 등 정보 취약계층)	정보화 취약계층의 정보 접근성 향상 및 생활 불편 해소	행정복지센터, 마을회관 등	오프라인	그룹				무인단말기(키오스크) 사용법, 스마트폰 등 기기 활용법, 유용한 앱 활용법
520.0	시니어를 위한 일상 속 디지털 교육 프로그램	경기도 안산시	안산시 미디어라이브러리		(정보 없음)	10명	60세 이상 시민	세대 간 원활한 소통을 위한 디지털 리터러시 향상	안산시 미디어라이브러리	오프라인	그룹	2시간 30분	1회	8주	도서관 전자책 활용, 유튜브 콘텐츠 활용, 온라인 쇼핑 및 배달 앱 사용법, 스마트폰으로 은행 업무 보기, 길 찾기 앱 활용, 건강 관리 앱 활용, 키오스크 활용법 등
521.0	디지털 역량 강화교육	인천광역시 미추홀구 용현1,4동	인하대 학생사회봉사단 ‘인하랑’	없음	인하대 학생 60여 명	불명	용현 1, 4동 어르신	노년층 디지털 소외 문제 해결	용현 1, 4동 행정복지센터	오프라인	그룹	불명	불명	12주 (3개월)	키오스크 사용법, 유튜브 및 인터넷 활용법, 지도 어플리케이션 활용법 등
522.0	어르신 쌈짓돈 지킴이 스마트폰 활용 교육	경상남도 사천시 정동면	정동면행정복지센터	없음	미상	미상	어르신	디지털 범죄 예방, 스마트폰 활용 능력 향상	노천경로당	오프라인	그룹	미상	1회/주	미상(연말까지)	스마트폰 활용법, 보이스피싱 방지, 건강 관리 서비스 안내 (독감 예방 접종, 틀니 관리법 등)
523.0	바리스타 교육	대구광역시 남구	남구시니어클럽	없음 (센터 자체 프로그램)	오남순(등 여러 강사 추정)	2400명 이상 (추정)	60세 이상 시니어	바리스타 자격증 취득 및 취업 지원	남구 시니어행복센터	오프라인	그룹	불명	불명	불명	바리스타 기술 교육, 자격증 취득 지원
523.0	플로리스트 교육	대구광역시 남구	남구시니어클럽	없음 (센터 자체 프로그램)	강영란(등 여러 강사 추정)	2400명 이상 (추정)	60세 이상 시니어	플로리스트 자격증 취득 및 취업 지원	남구 시니어행복센터	오프라인	그룹	불명	불명	불명	플로리스트 기술 교육, 자격증 취득 지원
523.0	키오스크 교육	대구광역시 남구	남구시니어클럽	없음 (추정)	불명	불명	60세 이상 시니어	디지털 기기 활용 능력 향상	남구 시니어행복센터	오프라인	그룹(추정)	불명	불명	불명	키오스크 사용법 교육
523.0	노인대학	대구광역시 남구	남구시니어클럽	없음 (추정)	불명	불명	60세 이상 시니어	교양 및 사회참여 증진	남구 시니어행복센터	오프라인	그룹(추정)	불명	불명	불명	다양한 교양 강좌
524.0															
525.0	노인 대상 디지털 교육 봉사	경기도 안산시 상록구	안산 YMCA	KB국민은행	아주대학교 경제학과 학생 5명 (그린빌즈)	20명	노인	노인 디지털 격차 해소 및 디지털 정보 이용환경 조성	안산시 상록구 노인복지관	오프라인	그룹	(시간 정보 없음)	(횟수 정보 없음)	5주	스마트폰 활용법, 키오스크 사용법, 지도 애플리케이션 활용법, 디지털 배움터 교육 신청방법, 키오스크 실습
526.0	시니어 엄지척	서울특별시 송파구	송파구청	없음	시니어 엄지척 프로젝트 지원단	30개 경로당  (정확한 인원수는 명시되지 않음)	관내 경로당 어르신	스마트폰 및 키오스크 활용 능력 향상	관내 경로당 30개소	오프라인	그룹	2시간	1회	11월까지 (총 기간 명시되지 않음)	스마트폰 기본 기능, 사진 촬영 및 공유, 정보 검색, 유용한 앱 활용법
526.0	디지털 헬프데스크	서울특별시 송파구	송파구청	없음	송파디지털나눔단	명시되지 않음	만 50세 이상 시니어	스마트폰 및 키오스크 활용 능력 향상	송파시니어클럽 내 키오스크존	오프라인	1:1	2시간	1회	11월까지 (총 기간 명시되지 않음)	길 찾기, 배달 앱, 새벽 배송, 줌 회의 등 스마트폰 활용 방법과 키오스크 사용 방법
527.0	키오스크 활용 교육	강원도 춘천시	춘천 북부나눔재가노인센터	도디지털배움터 (추정)	미상	40명	만 65세 이상 노인	키오스크 활용능력 향상 및 디지털 소외감 해소	춘천 북부나눔재가노인센터 (추정)	오프라인	그룹	미상	1회/주 (3주간)	3주	키오스크 사용법
528.0	2022 청년소비자 역량 제고 및 디지털 디바이드 해소 사업	경기도, 시/군 (경로당 위치에 따라 상이)	한국소비자단체협의회	없음	청년 강사 및 봉사자	문단에서 명시되지 않음	고령층	디지털 기기 활용 능력 향상 및 디지털 금융 사기 예방	경로당	오프라인	1:1 및 그룹	문단에서 명시되지 않음	문단에서 명시되지 않음	문단에서 명시되지 않음	디지털기기(스마트폰, 키오스크 등) 사용 방법, 모바일 전자상거래 이용과 주의 방법, 다단계 유사투자자문 등 디지털 금융사기 예방법, 1372 소비자상담센터 이용 방법
529.0															
530.0	세대 간 디지털 소통 효사랑 교육	전라북도 장수군	전북디지털배움터	KT CS	기사에 명시되지 않음	기사에 명시되지 않음	장수군 지역 내 경로당 어르신과 청소년	세대 간 디지털 격차 해소 및 소통 증진, 효 사랑 실천	장수우체국 배움터	오프라인	그룹	기사에 명시되지 않음	기사에 명시되지 않음	기사에 명시되지 않음	키오스크 사용법, 전자패드 활용 캘리그라피 머그컵 제작 등
531.0															
532.0	1·3세대와 함께 어울림 정보화교육 및 지역 문화탐방	경기도 포천시	포천청소년문화의집 청소년방과후아카데미		빵빵한 봉사단 청소년	(명시되지 않음)	노인	키오스크 이용법 교육 및 세대 간 소통 증진	포천시 (구체적인 장소는 명시되지 않음), 한탄강세계지질공원센터	오프라인	1:1	(명시되지 않음)	(명시되지 않음)	3일	키오스크 이용 방법, 스미싱 범죄예방법, 한탄강세계지질공원센터 체험활동, 케이크 만들기
533.0	찾아가는 디지털 에듀버스	전라남도, 곡성군, 옥과면, 옥과리, 입면, 입석1구, 석곡면, 흥지마을, 대곡2구, 고달면, 천마	곡성군		전문 교육진	불명	고령 어르신	디지털 기기 사용법 향상 및 건강 관리 중요성 인식	옥과면 옥과리 마을회관, 입면 입석1구 마을회관, 석곡면 흥지마을회관, 대곡2구 마을회관, 고달면 천마경로당	오프라인	그룹	불명	불명	1주 미만 추정	스마트폰, 키오스크, AI 스피커, 태블릿 PC 사용법, 눈 건강 자가 진단 키오스크 체험
534.0	반려로봇 리쿠에게 배우는 디지털범죄 예방 교육	서울특별시 강동구	강동구청	(기업명 미언급)	(강사명 미언급)	(인원수 미언급)	만 60세 이상 강동구민 (우선 복지관 이용 어르신)	보이스피싱 등 디지털 범죄 예방 및 디지털 역량 강화, 어르신의 디지털 소외 해소 및 자존감 회복, 치매 예방	성내 종합사회복지관, 강동 보훈회관, 강동 노인종합복지관	오프라인	1대1	(시간 미언급)	(횟수 미언급)	(기간 미언급)	보이스피싱 예방법, 카카오톡, 배달앱, 길찾기앱 활용법, 인지훈련 등
535.0	나도 스마트 시니어!	부산광역시 해운대구 좌1동	좌1동 주민자치위원회	KT	(강사명 미언급)	(인원 수 미언급)	어르신	스마트폰 사용법 및 생활 앱 활용법 교육을 통한 디지털 정보격차 해소	장산노인복지관	오프라인	그룹	(시간 미언급)	(횟수 미언급)	(기간 미언급)	스마트폰 기초 사용법, 생활 앱 활용법
536.0	어르신 스마트폰 활용 프로그램	부산광역시 부산진구 개금2동	개금2동주민센터		동서대학교 학생	(명시되지 않음)	개금2동 거주 어르신	코로나19 상황 적응 및 보이스피싱 예방	(명시되지 않음, 추정: 개금2동주민센터 또는 유사 시설)	오프라인	1:1	(명시되지 않음)	1	9	스마트폰 사용법, 금융거래 앱 활용법
537.0															
538.0	행복채움금융교실	전국 각 시/군/구/읍면동	NH농협은행	NH농협은행	함미숙 차장 외 RMC(행복채움금융전도사), N돌핀(NH농협은행 대학생봉사단)	불명	시니어, 다문화가정 등 금융취약계층	디지털 금융 이용 역량 강화 및 금융사기 예방	NH농협은행 각 영업점	오프라인	그룹	불명	불명	불명	올원뱅크 및 스마트고지서 사용법, STM(Smart Teller Machine) 사용법, 신종 금융사기 수법 등
539.0	어린이 드론 체험교실	경기도 하남시	한국방송통신전파진흥원 서울본부		한국방송통신전파진흥원 임직원	불명	아동	정보격차 해소	하남시종합사회복지관	오프라인	그룹	불명	불명	불명	전파측정, 드론 날리기
539.0	어르신 스마트폰 교육	경기도 하남시	한국방송통신전파진흥원 서울본부		한국방송통신전파진흥원 임직원	불명	어르신	정보격차 해소	하남시종합사회복지관	오프라인	그룹	불명	불명	불명	스마트폰 사용법, QR코드 이해하기
540.0	ICT 해피에이징	충청북도 청주시 서원구	하트-하트재단	SK하이닉스	미상	150명 이상	노인	노인의 디지털 정보격차 해소	청주서원노인복지관	오프라인	그룹	미상	미상	미상	스마트폰·키오스크 활용 체험 및 교육, AI 기반 건강관리 서비스, 보이스피싱·스미싱 등 금융피해 예방교육
541.0	스마트폰 활용 교육	경상남도 밀양시	미디어센터내일	미디어센터내일	(강사 정보 없음)	20명	밀양시민 중 장년층 및 시니어층	디지털 기기 사용 어려움 해소	(장소 정보 없음, 추정: 가곡동 도시재생현장지원센터 또는 미디어센터내일)	온라인	그룹	(시간 정보 없음)	(횟수 정보 없음)	4주	어플리케이션 설치/삭제, QR코드 사용법, 문자/카카오톡 메신저 이용법, 대중교통 시간표 확인 및 예매, 스마트폰 카메라 촬영 및 편집 어플리케이션 사용법
